id,type,text1,text2,text3,text4,text5,notes
heavyburst,WEAPON,"Als schwerere Version des PD-Burst-Lasers verfügt diese Waffe über eine größere Reichweite und eine höhere Anzahl integrierter Kondensatoren für einen höheren Anfangsschaden. Der schwere Burst-Laser wird oft unterschätzt, ist jedoch tatsächlich eine der leistungsstärksten Strahlenwaffen, die im Sektor erhältlich sind. Eine oberflächliche Untersuchung des Verstärkungsmediums und des Linsengehäuses reicht oft aus, um selbst den skeptischsten Inspektor davon zu überzeugen, dass die darin enthaltene Technologie zu den besten gehört, die die Domain zu bieten hat. Die Physik, die den Burst-Effekt erzeugt, wird selbst von den höchsten Ebenen des Hegemony-Rüstungskomitees oder sogar der Tri-Tachyon-Abteilung für Hybridphysik nicht verstanden. Es wird vermutet, dass ein gütegeschalteter Mehrphasenstrahl durch einen Quantenfilter geschossen werden könnte, der eine Verschränkung sicherstellt und einen Burst-Effekt erzeugt. Dies könnte eine Erklärung für das dreifache Linsengehäuse sein, das ursprünglich als ausfallsicheres System gedacht war. Aber das sind nur Theorien. Im Kampf wird der Heavy Burst Laser von denen bevorzugt, die sichergehen wollen, dass ihre Punktabwehrperimeter auf dem neuesten Stand der Technik sind.",,,,,
plasma,WEAPON,"Die Plasma-Kanone ist eine der zerstörerischsten Energiewaffen, die dem Persean Sector bekannt sind. Sie feuert hochenergetische, halbstabile Plasmastrahlen auf ihr Ziel ab. Diese Waffe hat unter den Bedienern einen ebenso furchterregenden Ruf, da sie den Fluxpool eines Kriegsschiffes überlastet.

Die Nutzlast besteht aus einer Mikrofusionsreaktion, die durch eine zusammengesetzte Gravitationslinse gezündet wird, welche einen Großteil der entstehenden Energie bündelt, um etwas zu erzeugen, was mathematisch als temporäres Mini-Universum mit hoher Energie beschrieben wird. Diese theoretische Erklärung wird von vielen seriösen Wissenschaftlern als nachträgliche Rechtfertigung für die rein zufällige Anwendung unbekannter Prinzipien angesehen. Der Domain Armada Procurement Council war jedoch nicht daran interessiert, solche Details zu untersuchen, und genehmigte die Herstellung – schließlich wacht das Ministerium für Technologiestandards stets mit strenger Hand, und seine „Unterstützung“ hätte das gesamte Projekt zunichte machen können. Ungeachtet dessen wird das anomal enthaltene Plasma in den wenigen kritischen Sekunden der Halbstabilität durch magnetische Antriebe, die an den vorderen Pylonen des Chassis angebracht sind, in Richtung des Ziels beschleunigt, was zu vorhersehbaren zerstörerischen Ergebnissen führt.

Wenn die Projektil-Anomalie nicht durch einen heftigen Aufprall mit gewöhnlicher Materie-Energie innerhalb ihrer kurzen Lebensdauer zerstört wird, absorbiert eine höhere Bran die Mehrheit des energetischen Plasmas, wodurch es für immer aus unserer Dimension verschwindet. Zumindest wird dies angenommen.",,,,,
hil,WEAPON,"Eine Langstrecken-Strahlwaffe mit hoher Schadenswirkung, die häufig auf Versorgungsschiffen oder Schiffen mit begrenztem Budget, die über Panzerungsbekämpfungsfähigkeiten verfügen müssen, eingesetzt wird. Der Hochleistungslaser ist eine leistungsstarke Waffe mit einer Energiebewertung, die weit über den Gigawattbereich hinausgeht. Um eine solche Leistung über einen längeren Zeitraum zu erzeugen, basiert das Design auf einem eingebauten Fusionskraftkern. Dieser Kern benötigt dennoch einen externen Aktuator, dessen Rolle beim Abfeuern vom Reaktor des Schiffes übernommen wird. Drei sorgfältig kalibrierte Linsenbaugruppen leiten die Photonen innerhalb der Zündeinheit und benötigen nur wenige Sekunden, um die für einen kohärenten Strahl erforderliche Energie aufzubauen. Das Verstärkungsmedium ist ein zweistufiges Gas-Feststoff-System, das gütegeschaltet ist und einen starken Teilchenstrom liefert, der ahnungslose Ziele in Sekundenschnelle vernichten kann.

Die extreme Reichweite, mit der Ziele verfolgt und zerstört werden können, macht das HIL zu einer hervorragenden Waffe, um verbündete Schiffe, die in einen Nahkampf verwickelt sind, sicher zu unterstützen. Es ist eine beliebte Waffe von Kapitänen, die die mit dem Betrieb verbundenen Flusskosten bewältigen können.",,,,,
autopulse,WEAPON,Zahlreiche eingebaute Kondensatoren bilden den Kern dieser äußerst effizienten und dennoch leistungsstarken Energiewaffe. Der hohe Burst-Schaden durch die Entladung der gespeicherten Ladungen wird durch die vergleichsweise geringe Dauerfeuerrate ausgeglichen.,,,,,
guardian,WEAPON,"Eine Sammlung kleinerer Laser, die zusammen auf einer rotierenden Kapsel mit eingebautem Kondensator montiert sind und extrem hohen Burst-Schaden gegen Jäger und Raketen verursachen können. Das Paladin ist ein PD-System in Militärqualität, das aufgrund seiner Produktionskosten und hohen Flussanforderungen in der Regel auf Großkampfschiffen eingesetzt wird. Der eingebettete autonome Sub-Gamma-Zielkern und das IFF-System dienen dazu, anfliegende Angriffswaffen und Jäger zu erkennen und zu zerstören, die den Verteidigungsring des Mutterschiffs durchbrochen haben. 

Fünf separate Kohlendioxidlaser bewährter Bauart und erstklassiger Fertigung bieten außergewöhnlich fokussierte Feuerkraft in einem kompakten Gehäuse, während ein cleveres virtuelles Trägheitsausgleichssystem eine nahezu sofortige Zielverfolgung ermöglicht. Aufgrund des enormen Energiebedarfs kann die Waffe in der Regel nur in kurzen Bursts aktiviert werden, was jedoch in der Regel ausreicht, um Feinde in der Zielbedrohungskategorie zu bekämpfen.",,,,,
tpc,WEAPON,"Die TPC ist eine sperrige Energiewaffe aus einer früheren Epoche, die direkt in den Rumpf der Onslaught eingebaut ist, um eine überwältigende Feuerkraft an der Front zu bieten.

Entworfen, bevor modulare Energiewaffen von den Beschaffungsausschüssen der Domain-Armada allgemein anerkannt wurden, wurde diese Waffe in die Blaupause der Onslaught aufgenommen, da kein anderer Rumpf zu dieser Zeit in der Lage war, die erforderliche Energie zu liefern. Auch wenn sie von einigen späteren modularen Designs übertroffen wird, bleibt die Thermal Pulse Cannon ein integraler Bestandteil des Arsenals der Onslaught.",,,,,
tachyonlance,WEAPON,"Ein Burst-gesteuerter Strahl, der mit einer kaskadierenden EMP-Komponente verheerenden Schaden anrichtet. Die EMP-Bögen können je nach dem Hard-Flux-Level des Ziels Schilde durchdringen.

Die Tachyonenlanze ist eine so seltene und mächtige Waffe, dass sie im Sektor mythischen Status erlangt hat. Sie nutzt Kerntechnologie, die auf den Prinzipien eines experimentellen FTL-Kommunikationssystem-Prototyps basiert, jedoch mit einer Besonderheit. Anstatt die hyperdimensionalen Eigenschaften des Tachyonenpartikels für die Kommunikation zu nutzen, erzeugen N-Brane-Manipulation und Anti-Plasma-Generatoren einen geladenen Tachyonenstrahl, der sich im Hyperraum fortbewegt. Der Mindestenergiebedarf ist enorm, und diese Energiemenge kann nur für wenige Sekunden von den größten Leistungskondensatoren erzeugt werden, die im Waffensystem untergebracht sind. Im Gegensatz zu den Strahlen, die von normalen Strahlenwaffen abgefeuert werden, wird der Tachyonenstrahl in keiner Weise gebündelt oder verändert – sobald der erste Tachyonenmarker aktiviert wird, entwickelt die Reaktion ein Eigenleben, verbraucht schnell die in den Kondensatoren gespeicherte Energie und entfesselt Zerstörung. Wenn der normale Raum solch hohen Antiplasma-Werten ausgesetzt ist, zerfetzt ein kombinierter elektromagnetischer, gravitischer und thermischer Kavitationseffekt alles, was ihm im Weg steht, und beschädigt gleichzeitig elektronische Geräte in der Nähe schwer.",,,,,
swarm_launcher,WEAPON,"Bisher undifferenzierte autonome Fragmente werden aus der Struktur des Wirtsgefäßes selbst neu zugewiesen, um die stehende Wolke aufzufüllen, aus der sie dann in lose organisierte Angriffsgruppen eingeteilt werden können. Das Schlüsselelement scheint dies zu sein – ich werde es als spezialisierten Systemknoten bezeichnen. Wir vermuten, dass es sich um einen verteilten Verarbeitungs-/Kommunikationscluster handelt, einer von mehreren, die Sie hier auf dem Rumpf hervorgehoben sehen. Diese scheinen das feindselige Verhalten der Elemente des halbautonomen Schwarms zu koordinieren, möglicherweise zu initiieren und zu delegieren.“ ","- VERSIEGELTER HOLO-BERICHT, der AUSSCHLIESSLICH dem Direktor für Sonderbeschaffungen vorzulegen ist",,,,
seeker_fragment,WEAPON,"„Ein primäres Element trug eine mächtige geformte Sprengladung; ob diese aus einem begrenzten Munitionsvorrat eingesetzt oder vor Ort hergestellt wurde, können wir nicht sagen. Der umgebende Schwarm fungierte als Opfer-Schutzschild, damit das primäre Element unser Punktabwehrgitter durchdringen konnte. Es durchbrach den Panzerungsgürtel über drei Decks hinweg und dann ...“","- VERSIEGELTER HOLO-BERICHT, der AUSSCHLIESSLICH dem Direktor für Sonderbeschaffungen vorzulegen ist",,,,
kinetic_fragments,WEAPON,"„Mehrere Gruppen der frei schwirrenden Elemente begannen, eine interne Ladung aufzubauen, wobei die EM-Felder sich der Überlastungsschwelle für verschiedene interne Komponenten näherten und diese sogar überschritten – hier sieht man den Plasma-Halo, wenn Material von der Struktur abgetragen wird. Nachdem dieser angeregte Zustand erreicht war, beschleunigten die Elemente in Richtung unserer Schilde, um eine Überlastung zu erzeugen ... mit unglücklichen Folgen, wie man sagen muss.“","- VERSIEGELTER HOLO-BERICHT, der AUSSCHLIESSLICH dem Direktor für Sonderbeschaffungen vorzulegen ist",,,,
unstable_fragment,WEAPON,"„Als Reaktion auf Raketenbedrohungen oder, wie wir feststellten, auf die Annäherung einer Kampfflugzeugstaffel begannen bestimmte Elemente oder „Fragmente” des stationären Schwarms, exponentiell ansteigende Abwärme auszustrahlen. Wie die Telemetrieanalyse nach der Begegnung ergab, war dies das erste Anzeichen für eine selbstzerstörerische Überlastung des Energiekerns. Diese „heißen” Elemente nutzen Manövriertriebwerke, um die sich nähernde Staffel abzufangen und zu detonieren. Die Kraft der Überlastung mehrerer Mikrofusionsreaktoren und die daraus resultierenden Trümmer reichten aus, um die leichte Panzerung des Raumschiffs zu durchschlagen.“ „Es wird ein taktischer Algorithmus-Patch herausgegeben, damit ein solches Verhalten sofort nach seiner Erkennung durch die in den Kampf integrierten Sensoren gekennzeichnet werden kann.“","- VERSIEGELTER HOLO-BERICHT, der AUSSCHLIESSLICH dem Direktor für Sonderbeschaffungen vorzulegen ist",,,,
devouring_swarm,WEAPON,"„Schwarmtaktiken sorgen dafür, dass ein Teil der Angriffselemente den aktiven Verteidigungsschild des Ziels durchdringen kann. Die überlebenden Elemente nutzen ihren Schwung, um sich an der Hülle festzusetzen oder anzuheften. Halbautonome Werkzeuge und Manipulatoren – man kann sie kaum als Waffen bezeichnen – werden eingesetzt, um Schotten, Leitungen und Schiffssysteme zu demontieren. Die gewonnenen Materialien werden zurück zu den Bruchstellen transportiert und weitergeleitet ... Sie ähnelten Frachtpaket-Drohnen, die versuchten, mit ihrer Beute zum Mutterschiff zurückzukehren.“ „Obwohl die Maschinen nicht auf die menschliche Besatzung abzielen, wurden diejenigen mit kybernetischen Erweiterungen – die unter Raumfahrern und natürlich auch unter Mitarbeitern und Offizieren der Firma weit verbreitet sind – ... geerntet. Wir hielten es für notwendig, Marinesoldaten den Schadensbekämpfungsteams zuzuweisen.“","- VERSIEGELTER HOLO-BERICHT, der AUSSCHLIESSLICH dem Direktor für Sonderbeschaffungen vorzulegen ist",,,,
voltaic_discharge,WEAPON,"„Wir zoomen heran und ... beachten die charakteristische Struktur der Bogenquelle. Wir empfehlen den Einsatz von Schutzschilden und EM-Härtung, wenn entsprechende Merkmale identifiziert werden; ein aktualisierter taktischer Datensatz ist diesem Bericht beigefügt.“

„Die Operation wurde fortgesetzt, da in einem Mitglied des stehenden Schwarms ein starkes Magnetfeld entdeckt wurde ... bevor die Sonde zerstört wurde, kartierte sie Feldlinien, die weit über das tragende Schwarmelement hinausreichten. Wie Sie auf diesem letzten Bild vor dem Ausfall der Telemetrie sehen können – lassen Sie uns einen Frame zurückgehen, bevor es zu einem EM-Whiteout kam ...“","- VERSIEGELTER HOLO-BERICHT, der AUSSCHLIESSLICH dem Direktor für Sonderbeschaffungen vorzulegen ist",,,,
neutron_torpedo,WEAPON,"„[Ergebnisse zurückgeben / abgekürzt: wahr] aus ‚SPEZIALÜBERPRÜFUNG der Forschung und Entwicklung eines Munitionsabwurfsystems für ultradichte (exotische) Materie‘ ...“ „Dieser Ausschuss räumt zwar ein, dass der Auftragnehmer die Möglichkeit nachgewiesen hat, eine Neutronium-Nutzlast unter Laborbedingungen zu enthalten und zu kontrollieren – was, wie ich hinzufügen möchte, mit astronomischen Kosten für den Steuerzahler verbunden war –, jedoch hat er weder jetzt noch jemals zuvor die Durchführbarkeit eines Einsatzes auf dem Schlachtfeld nachgewiesen. Dieser Ausschuss empfiehlt, die Finanzierung zurückzuziehen und – [laute Stimmen, unverständlich] – der Tri-Tachyon Corporation weitere technologische Genehmigungen in diesem Bereich zu verweigern, bis eine vollständige Prüfung der Projektkosten erfolgt ist ...”","- Domain Armada-Beschaffung, APRC-3-Verfahren // VERTRAULICH GALENA (historisch)",,,,
light_mass_driver,WEAPON,"„[Beste Übereinstimmung: „Light Mass Driver-Waffensystem (veraltet)“ / abgekürzt: true / Teilübereinstimmung anzeigen: true / Warnungen: Variante enthält nicht lizenzierte Modifikationen. Variante zeigt nicht registrierte Produktions-ID an. Variante verstößt möglicherweise gegen die technologischen Sicherheitsstandards von Domain.]

„...die ein dichtes, teilweise eisenhaltiges Hypergeschwindigkeitsprojektil abfeuert, das für seine Klasse eine beachtliche kinetische Ladung liefert.“ „...ist eine militarisierte Version der zivilen Mk.III Linear Catapult von Stencor, die von Bergbauunternehmen in Grenzgebieten bevorzugt wird. Hat aufgrund von Unfällen, die durch nicht lizenzierte, nanotechnologisch hergestellte Kopien verursacht wurden, einen schlechten Ruf erlangt.","- Ergebnisse zusammengestellt aus „The Authorized Encyclopedia of Early Weapon Systems of the Domain Armada, 43. Auflage”",,,,
heavy_mass_driver,WEAPON,"„[Beste Übereinstimmung: „Heavy Mass Driver-Waffensystem (veraltet)“ / abgekürzt: true / Teilübereinstimmung anzeigen: true / Warnungen: Variante enthält nicht lizenzierte Modifikationen. Variante zeigt nicht registrierte Produktions-ID an. Variante verstößt möglicherweise gegen die technologischen Sicherheitsstandards von Domain.]

„... das eine schwere Ladung aus ultradichtem Material mit ferromagnetischer Hülle abfeuert. Die Hypergeschwindigkeitsprojektile des Heavy Mass Driver haben sich als besonders wirksam bei der Überlastung von Schildemittern erwiesen.“

„... ist eine militarisierte Version des schweren zivilen Modells des Unternehmens, das häufig in Terraforming-Anwendungen eingesetzt wird. Das Waffensystem wurde von Anti-Domain-‚Banditen‘ auf schweren Kriegsschiffen und in Verteidigungsanlagen verwendet [siehe auch: > Zweite Unruhen in Uridim]. Die Stencor Corporation untersuchte den Fall ... und wurde für die Weitergabe von Waffenkonstruktionen nicht haftbar gemacht.“","- Ergebnisse zusammengestellt aus „The Authorized Encyclopedia of Early Weapon Systems of the Domain Armada, 43. Auflage”",,,,
neoferric_quadcoil,WEAPON,"„[Beste Übereinstimmung: „Quadcoil-Waffensystem (veraltet)“ / abgekürzt: true / Teilübereinstimmung anzeigen: true / Warnungen: Variante enthält nicht lizenzierte Modifikationen. Variante zeigt nicht registrierte Produktions-ID an. Variante verstößt möglicherweise gegen die technologischen Sicherheitsstandards von Domain.]

Der militärische Massentreiber mit Vierfachhalterung der Stencor Corporation ist eine Neukonstruktion, die auf der zivilen Produktreihe linearer Katapulte basiert. Die alte Munition aus festem Verbundwerkstoff wurde in dieser Anwendung durch eine neue Klasse magnetisch angetriebener SAPHE-Munition ersetzt, die nach den Vorgaben des Beschaffungsrats der Armada entwickelt wurde. Der Quadcoil erweiterte das Arsenal der Armada um ein ballistisches Panzerabwehrwaffensystem mit hoher Geschwindigkeit – zumindest für die wenigen Kampfgruppen, die auf die anfänglich begrenzten Produktionsmengen zurückgreifen konnten.“

Da die Stencor Corporation die ursprünglichen Kontingente nicht erfüllen konnte, gab sie dem Druck nach und übertrug den Beschaffungsvertrag an Orion Shipyards. Stencor forderte später Schadenersatz von Orion aufgrund des Lecks von Lizenzdateien an Blackweb-Forge-Piraten. [Siehe auch: > Stencor, Rüstungsskandal, > Stencor, Insolvenz und Auflösung]","- Ergebnisse zusammengestellt aus „The Authorized Encyclopedia of Early Weapon Systems of the Domain Armada, 43. Auflage”",,,,
voltaic_cannon,WEAPON,"„Ein höllischer Kugelblitz. Eine Art selbststabilisierende Plasmaschale, die ein Monopole-Quasiteilchen enthält? Das hat zumindest der Techniker gesagt. Nun, es war so hoch aufgeladen wie jede EMP-Ladung, die ich jemals im Kampf gesehen habe, aber es hält über eine so große Reichweite zusammen ...“

„Der Schlag hat die Hauptwaffen des Flaggschiffs und den größten Teil der PD außer Gefecht gesetzt. Auch die Hälfte der Datenpuffer ist durchgebrannt. Gut, dass wir die Sensorausgaben regelmäßig auf gehärtete Kerne streamen, denn das ist meine Eintrittskarte aus diesem unheilvollen Geschäft. Wenn wir zurück sind, nehme ich meinen Anteil vorzeitig. Dann gehe ich in Rente.“","- Unbekannt, Audio-Protokoll am äußeren Rand gefunden",,,,
voidblaster,WEAPON,"„Der Raum-Zeit-Scherungseffekt scheint sich mit nahezu, aber nicht ganz der lokalen Lichtgeschwindigkeit auszubreiten. Wir arbeiten noch daran, haben aber eine Fehlkalibrierung der Sensoren ausgeschlossen. Theoretische Spekulationen sind nicht möglich; der begrenzende Faktor ist die Fähigkeit, sich innerhalb des normalen Raums zu fokussieren. Die Schäden an ungehärteten Zielen sind dramatisch. Ich muss später den offiziellen Bericht schreiben, wir haben so viele neue Daten erhalten ... Ich bin mir nicht sicher, wie die Bots das alleine zustande gebracht haben könnten. Zunya wird es lieben.“","- VERSIEGELTER HOLO-BERICHT, der AUSSCHLIESSLICH dem Direktor für Sonderbeschaffungen vorzulegen ist",,,,
skirmish_unit,SHIP,"Nächstgelegene Übereinstimmung mit dem Archiv-Eintrag für Fregatte der „Iklwa“-Klasse gefunden, 54,38 % Konfidenz. Datenbankabfrage... „Agil und, nachdem sich die Doktrin der Armada an die neuen Bedingungen der Rebellion der Aquila-Briganten angepasst hatte, bildeten die allgegenwärtigen Iklwa die... DOMAIN INFOSEC VIOLATION THRESHOLD WARNING ALERT // Datastream wird zurückgesetzt...

-kostspielige Blamage am Van-Maanen-Stern war nur der sprichwörtliche letzte Strohhalm vor der Kritikalität. Die öffentliche Empörung auf allen Ebenen führte zur Einleitung einer Untersuchung gegen hochrangige -FEHLER // -wir werden nicht zurückweichen, wir werden niemals zurückziehen. Vom Oriongürtel bis zur Polaris-Grenze, von- FATALER ZUGRIFFSFEHLER // 

Dieses TriPad ist nicht berechtigt, zusätzliche Beschreibungen für die angeforderte Produkt-ID bereitzustellen. Bitte aktualisieren Sie Ihre Datenberechtigungsstufe gemäß den Domain-Informationssicherheitsstandards.",,,,,
overseer_unit,SHIP,"Ähnlichste Übereinstimmung mit dem Archiv-Eintrag für „Fulgurite“-Klasse Grenzunterstützungskreuzer gefunden, 53,03 % Konfidenz. Datenbankabfrage... „Als herausragendes Design der Orion Shipyards nach dem Exodus aus dem ‚Smaragdzeitalter‘ verfügte diese für den Grenzbereich ausgelegte Versorgungsplattform über einen an der Wirbelsäule montierten Mikrowellenemitter, der für den Orbit moduliert war... DOMAIN INFOSEC VIOLATION THRESHOLD WARNING
// Datenstrom wird zurückgesetzt... – und sie sagte: „Lasst die Schmieden in unserem menschlichen Domain erblühen; so werdet gekrönt mit dem Reichtum und Ruhm tausender Sterne!” Obwohl das Zitat zugeschrieben wird – FEHLER // – dem Terran Core in der Sadr-Region, stehen unsere Kampfgruppen bereit, um unsere Lebensweise, unsere Existenz selbst zu schützen!“ FATALER ZUGRIFFSFEHLER // Dieses TriPad ist nicht autorisiert, zusätzliche Beschreibungen für die angeforderte Produkt-ID bereitzustellen. Bitte aktualisieren Sie Ihre Datenberechtigungsstufe in Übereinstimmung mit den Domain-Informationssicherheitsstandards.",,,,,
assault_unit,SHIP,"Am besten passende Übereinstimmung mit dem Archiv-Eintrag für Zerstörer der „Erebid“-Klasse (neu kategorisiert), 43,87 % Konfidenz. Datenbankabfrage... „Die Führung der Armada, von der die meisten durch die „Graue Welle“ einer direkten Strafverfolgung entgangen sind, bei der fast vierhundert hochrangige Offiziere zurückgetreten sind... DOMAIN INFOSEC VIOLATION THRESHOLD WARNING // Datastream wird zurückgesetzt...

- der interstellaren Qualitäts- und Design-Sicherheitsreformen – eine Reihe von Gesetzen, die über einen Zeitraum von zwölf Zyklen vom Vertretungsorgan der Human Domain verabschiedet wurden und nur von späteren Historikern so bezeichnet werden –, die die rechtliche Grundlage für die umfassende Durchsetzung des Fertigungsrechtsmanagements bilden (im Folgenden – FATALER ZUGRIFFSFEHLER //

Dieses TriPad ist nicht berechtigt, zusätzliche Beschreibungen für die angeforderte Produkt-ID bereitzustellen. Bitte aktualisieren Sie Ihre Datenberechtigungsstufe gemäß den Domain-Informationssicherheitsstandards.",,,,,
hive_unit,SHIP,"IDENTIFIZIERUNGSFEHLER: Das Ziel entspricht keiner bekannten Schiffsklasse im Domain-Register oder in historischen Referenzen. Daten für temporären Eintrag übermitteln? Wird verarbeitet. FEHLER // DOMAIN INFOSEC VERLETZUNG SCHWELLWERTWARNUNG // erneut versuchen?
 Wird verarbeitet. FEHLER // DOMAIN INFOSEC VERLETZUNG SCHWELLWERTWARNUNG // erneut versuchen? Wird verarbeitet. FEHLER // DOMAIN INFOSEC VERLETZUNG SCHWELLWERTWARNUNG // Verarbeitung fehlgeschlagen. Wenden Sie sich UMGEHEND an DOMAIN INFOSEC, um die Einhaltung der Domain-Informationssicherheitsstandards zu überprüfen.",,,,,
standoff_unit,SHIP,"Ähnlichste Übereinstimmung mit dem Archiv-Eintrag für den Rumpf der „Kardakes“-Klasse gefunden, 32,11 % Konfidenz. Datenbank wird abgefragt... „Ursprünglich als Ersatz für die schwer ballistischen Waffenplattformen der Hathoda-Klasse für Orbitalangriffe gedacht, dann vor der 4. Domain Armada Revised Schema-Neuklassifizierungsverordnung als eigenständiges Kriegsschiff der Kapitalklasse angesehen, wurde die Kardakes erstmals während der Rückeroberung der Eridani-Insurrec- DOMAIN INFOSEC VIOLATION THRESHOLD WARNING
// Datenstrom wird zurückgesetzt... -aking-Technologie von „Signaturen”, die auf nanochemischer Ebene von der Nanoforge selbst eingebettet wurden und nur minimale Auswirkungen auf die Gesamtstruktur haben FATALER ZUGRIFF-FEHLER // Dieses TriPad ist nicht berechtigt, zusätzliche Beschreibungen für die angeforderte Produkt-ID bereitzustellen. Bitte aktualisieren Sie Ihre Datenberechtigungsstufe gemäß den Domain-Informationssicherheitsstandards.",,,,,
fabricator_unit,SHIP,"Nächstbeste Übereinstimmung mit dem Archiv-Eintrag für den Rumpf eines mobilen Fabrikators der „Ilmari“-Klasse, 60,33 % Konfidenz. Abfrage läuft... „Trotz des Megadeath-Zwischenfalls bei Hipparcos während des dritten Zyklus der 204. Versammlung argumentiert der Autor, dass es sich eher um einen menschlichen Fehler handelte, der an Fehlverhalten grenzt, als um eine Automatisierung, die für ... DOMAIN INFOSEC VIOLATION THRESHOLD WARNING // Datastream wird zurückgesetzt ... 

-ide-Grenzfertigungsbasis, um die Entwicklung in neu zum Gate-Netzwerk hinzugefügten Systemen voranzutreiben, insbesondere FATALER ZUGRIFFSFEHLER // Dieses TriPad ist nicht berechtigt, zusätzliche Beschreibungen für die angeforderte Produkt-ID bereitzustellen. Bitte aktualisieren Sie Ihre Datenberechtigungsstufe gemäß den Domain-Informationssicherheitsstandards.",,,,,
attack_swarm,SHIP,"„Aufgrund der abgefangenen Telemetriedaten und der Bergungsergebnisse müssen wir zu dem Schluss kommen, dass es keine feste Bezeichnung und keine Identität für einzelne Schwarmelemente gibt. Sie werden allein durch ihre Funktion definiert.“ „Komponenten, Unterkomponenten und sogar größere Strukturen übernehmen austauschbare Rollen zwischen den Fragmenten, doch jedes Teil weist eine einzigartige Form auf, die vor Ort an die übergeordnete Baugruppe angepasst ist. Es ist ... der Albtraum eines verrückten Ingenieurs.“","- Unbekannt, Audio-Protokoll am äußeren Rand gefunden",,,,
onslaught_mk1,SHIP,"Dies ist das ehrwürdige Design, der Vorläufer, der Urvater: das Schlachtschiff Onslaught Mk.I. Seine Linienführung erscheint modernen Augen seltsam, ja sogar atavistisch. Es wurde vor langer Zeit für die Domain-Armada geschaffen, um einer längst vergessenen existenziellen Bedrohung entgegenzuwirken, die im Nebel der Zeit und der Propaganda verschwindet. 

Es ist nicht ohne Modifikationen: Die Treibstoffkapazität wurde erhöht und der primitive integrierte Hyperantrieb optimiert. Es gibt kein Schildsystem; stattdessen verfügt dieses Schiff über zwei riesige Panzerungsmodule. Diese sollen nach Kampfschäden zur Reparatur entfernt und durch Ersatzteile aus dem Logistikzug ersetzt werden. In allen wichtigen Subsystemen wurde eine verblüffend robuste Form der elektromechanischen Automatisierung installiert.

Die brutale Kraft der Onslaught-Klasse, die seit Tausenden von Zyklen von den Menschen Domain eingesetzt wird, ist selbst in dieser primitiven Form offensichtlich.",,,,,
module_onslaught_armor_left,SHIP,"Ein riesiges Stück Applikationspanzerung, das an der linken Flanke der Onslaught Mk.I angebracht wird und es dem Schiff ermöglicht, durch unglaublich schweres Feuer zu waten, um sich auf sein primäres Ziel zu konzentrieren. Das modulare Design war ursprünglich dazu gedacht, die Ausfallzeiten der Werft zu minimieren.",,,,,
module_onslaught_armor_right,SHIP,"Ein riesiges Stück Applikationspanzerung, das an der rechten Flanke der Onslaught Mk.I angebracht wird und es dem Schiff ermöglicht, sich durch unvorstellbar starken Beschuss zu kämpfen und sich auf sein primäres Ziel zu konzentrieren. Das modulare Design war ursprünglich dazu gedacht, die Ausfallzeiten der Werft zu minimieren.",,,,,
heavy_adjudicator,WEAPON,"Eine riesige Flakkanone mit großer Reichweite. Der Heavy Adjudicator muss aufgrund der extremen Größe des Munitionszufuhr- und Rückstoßsystems in den Rumpf der Onslaught Mk.I eingebaut werden. Er füllt den Raum mit einer erstaunlichen Schrapnellwolke auf große Entfernung – jeder Jäger, jede Rakete oder jedes gepanzerte Schiff ist verloren, wenn es sich in dieser Todeszone befindet.

Die Frage bleibt: Für welchen Zweck wurde eine solche Spezialwaffe vor dem Aufkommen der Doktrin der mobilen, schmiedekompatiblen Kampfflugzeuge entwickelt?",,,,,
onslaught,SHIP,"Die Schlachtschiffe der Onslaught-Klasse sind ein ehrwürdiges Design und wurden vor langer Zeit, noch vor der Entwicklung fortschrittlicher Angriffswaffen, moderner Energiewaffen und Schildsysteme, für die Domain-Armada gebaut. Als sie zum ersten Mal aus dem Orbitaldock starteten, schüchterten ihre Feuerkraft und ihre Schnelligkeit ganze Systeme ein. Manche sagen sogar, dass sie gebaut wurden, um in einem längst vergessenen Krieg gegen Nicht-Menschen zu kämpfen. Viel später nahmen die Ingenieure der Orion-Werften Änderungen an den Bauplänen vor, um ein Schildsystem einzubauen, den Hyperantrieb zu verbessern und die erforderliche Besatzungsstärke durch Automatisierung und iterative Technik zu reduzieren. Obwohl modernere Baupläne verfügbar sind, bleibt die Onslaught aufgrund der brutalen Einfachheit ihrer Systeme die am einfachsten herzustellende. 

Ein Schiff, das ohne Schilde konzipiert wurde, um einem schweren Beschuss durch den Feind standhalten und zurückschlagen zu können, während es seine Besatzung schützt, ist bei seinen Offizieren und Besatzungsmitgliedern sehr beliebt. Und zurückschlagen kann es: Das unübertroffene ballistische Potenzial der Onslaught kann ganze Flotten in wenigen Minuten vernichten, ihr einziger Nachteil ist die logistische Abhängigkeit von Munition. 

Die Besatzungen der Onslaught sind stolz darauf, in dieser Klasse zu dienen, die das Rückgrat der Hegemony-Marine bildet.",,,,,
